person_id,人名,显示名,字或号,正式称号,建议文件名
wangshaohui,王绍徽,,嗣音,吏部尚书,portrait_wangshaohui.png
wangsheng,王省,,,浮梁教谕,portrait_wangsheng.png
wangshenzhong,王慎中,,道思,唯慎中昔曾忤大学士,portrait_wangshenzhong.png
wangshi,王轼,,,贵州巡抚,portrait_wangshi.png
wangshihuai,王时槐,,,歴员外郎,portrait_wangshihuai.png
wangshike,王时柯,,,江西承宣布政使,portrait_wangshike.png
wangshizhen,王世贞,,元美,南京刑部尚书,portrait_wangshizhen.png
wangshizhong,王时中,,,兵部尚书,portrait_wangshizhong.png
wangshouren,王守仁,,伯安,思想家,portrait_wangshouren.png
wangshu,王恕,,宗贯,中进士,portrait_wangshu.png
wangshuying,王叔英,,,汉阳知县,portrait_wangshuying.png
wangsi,王思,,,江西承宣布政使,portrait_wangsi.png
wangsilun,汪泗论,,,监察御史,portrait_wangsilun.png
wangsunlan,王孙兰,,,累迁四川成都府知府,portrait_wangsunlan.png
wangting,王廷,,,漕运总督,portrait_wangting.png
wangtingchen,王廷陈,,,裕州知州,portrait_wangtingchen.png
wangtingxiang,王廷相,,子衡,兵部尚书,portrait_wangtingxiang.png
wangtingzhan,王廷瞻,,,嘉靖己未进士,portrait_wangtingzhan.png
wangtu,王图,,,礼部尚书,portrait_wangtu.png
wanguan,万观,,,浙江严州府知府,portrait_wanguan.png
wanguifei,万贵妃,,,贵妃,portrait_wanguifei.png
wanguoqin,万国钦,,,江西承宣布政使,portrait_wanguoqin.png
wangwei-2,王韦,,,历官太仆寺少卿,portrait_wangwei_2.png
wangwei-4,王𬀩,,,总督,portrait_wangwei_4.png
wangweijian,王惟俭,,,佥都御史,portrait_wangweijian.png
wangweizhen,王维桢,,,乙未科进士,portrait_wangweizhen.png
wangwenhui,汪文辉,,,云南道监察御史,portrait_wangwenhui.png
wangwensheng,汪文盛,,,饶州府推官,portrait_wangwensheng.png
wangxianchen,王献臣,,,御史,portrait_wangxianchen.png
wangxiang,王相,,,江西承宣布政使,portrait_wangxiang.png
wangxiangchun,王象春,,季木,诗人,portrait_wangxiangchun.png
wangxiangqian,王象乾,,子廓,兵部尚书,portrait_wangxiangqian.png
wangxiao,王效,,,都督,portrait_wangxiao.png
wangxigun,王锡衮,,,云南承宣布政使,portrait_wangxigun.png
wangxijue,王锡爵,,,吏部尚书,portrait_wangxijue.png
wangxing,王行,,,文学家,portrait_wangxing.png
wangxuan,王宣,,,四川布政使,portrait_wangxuan.png
wangxuekui,王学夔,,,刑部主事,portrait_wangxuekui.png
wangyangzheng,王养正,,,巡抚,portrait_wangyangzheng.png
wangyehao,王业浩,,士完,兵部尚书,portrait_wangyehao.png
wangyi,王彝,,,昆山州儒学教授,portrait_wangyi.png
wangying,王英,,,军都督,portrait_wangying.png
wangyingjiao,汪应蛟,,潜夫,南京兵部尚书,portrait_wangyingjiao.png
wangyingxiong,王应熊,,非熊,御史,portrait_wangyingxiong.png
wangyingzhen,汪应轸,,,浙江承宣布政使,portrait_wangyingzhen.png
wangyingzhi,王应豸,,,顺天巡抚,portrait_wangyingzhi.png
wangyizhong,汪一中,,,光禄寺卿,portrait_wangyizhong.png
wangyonghe,王永和,,,工部右侍郎,portrait_wangyonghe.png
wangyongji-2,王用汲,,,南京刑部尚书,portrait_wangyongji_2.png
wangyou,王友,,,清远伯,portrait_wangyou.png
wangyu,王忬,,民应,都察院右都御史兼兵部左侍郎,portrait_wangyu.png
wangyu-2,王瑜,,,辽海卫千户,portrait_wangyu_2.png
wangyu-3,王宇,,,宣府巡抚,portrait_wangyu_3.png
wangyuan-3,王渊,,,同进士,portrait_wangyuan_3.png
wangyuanhan,王元翰,,,工部主事,portrait_wangyuanhan.png
wangyuanzheng,王元正,,,翰林院编修,portrait_wangyuanzheng.png
wangyue,王越,,,威宁伯,portrait_wangyue.png
wangyuling,王与龄,,,一同告诉尚书,portrait_wangyuling.png
wangyuncheng,王允成,,,御史,portrait_wangyuncheng.png
wangzaijin,王在晋,,明初,山东巡抚,portrait_wangzaijin.png
wangzhang,王章,,,临邑知县,portrait_wangzhang.png
wangzhao,王诏,,,士,portrait_wangzhao.png
wangzhaokun,王肇坤,,,江西道御史,portrait_wangzhaokun.png
wangzhen,王振,,,司礼监太监,portrait_wangzhen.png
wangzhen-2,王缜,,,户部尚书,portrait_wangzhen_2.png
wangzhengjun,王征俊,,,巡按御史,portrait_wangzhengjun.png
wangzhenqing,王贞庆,,,诗人,portrait_wangzhenqing.png
wangzhi-minister,王直,,行俭,吏部尚书,portrait_wangzhi_minister.png
wangzhicai,王之寀,,心一,山西承宣布政使,portrait_wangzhicai.png
wangzhichen,王之臣,,荩伯,乙未科进士,portrait_wangzhichen.png
wangzhideng,王穉登,,百谷、伯谷、伯固,书画家,portrait_wangzhideng.png
wangzhigao,王之诰,,,宣大总督,portrait_wangzhigao.png
wangzhihan,王之翰,,,山西承宣布政使,portrait_wangzhihan.png
wangzhijian,王志坚,,,诗人,portrait_wangzhijian.png
wangzongmao,王宗茂,,,湖广承宣布政使,portrait_wangzongmao.png
wangzongmu,王宗沐,,新甫,刑部左侍郎,portrait_wangzongmu.png
wangzuoyuan,王祚远,,无近,吏部尚书,portrait_wangzuoyuan.png
wanjing,万燝,,,刑部主事,portrait_wanjing.png
wanshihe,万士和,,,总督,portrait_wanshihe.png
wantang,万镗,,,吏部尚书,portrait_wantang.png
wanxiangchun,万象春,,,恰好河南巡抚,portrait_wanxiangchun.png
wanyuanji,万元吉,,,潮州府推官,portrait_wanyuanji.png
weichengfang,卫承芳,,,徽州府知府,portrait_weichengfang.png
weichengrun,魏呈润,,,中戊辰科进士,portrait_weichengrun.png
weidazhong,魏大中,,孔时,同进士,portrait_weidazhong.png
weiguan,魏观,,,苏州府知府,portrait_weiguan.png
weiguangwei,魏广微,,显伯,文庄,portrait_weiguangwei.png
weiji,魏骥,,仲房,浙江承宣布政使,portrait_weiji.png
weijingyuan,卫景瑗,,,大同巡抚,portrait_weijingyuan.png
weiliangbi,魏良弼,,,松阳县知县,portrait_weiliangbi.png
weiliangqing,魏良卿,,,良卿肃宁伯,portrait_weiliangqing.png
weishangchen,韦商臣,,,杜桐到吏部尚书,portrait_weishangchen.png
weishiliang,魏时亮,,,江西承宣布政使,portrait_weishiliang.png
weisu,危素,,,礼部尚书,portrait_weisu.png
weixiao,魏校,,,员外郎,portrait_weixiao.png
weixueceng,魏学曾,,,巡抚,portrait_weixueceng.png
weiyuan,魏元,,,山东承宣布政使,portrait_weiyuan.png
weiyunzhen,魏允贞,,,大学士,portrait_weiyunzhen.png
weizaode,魏藻德,,师令,庚午科第二十三名举人,portrait_weizaode.png
weizhongxian,魏忠贤,,,司礼监太监,portrait_weizhongxian.png
wenanzhi,文安之,,,诗人,portrait_wenanzhi.png
wenchun,温纯,,,少保,portrait_wenchun.png
wengdali,翁大立,,,巡抚,portrait_wengdali.png
wengwanda,翁万达,,,广东承宣布政使,portrait_wengwanda.png
wengxianxiang,翁宪祥,,,吏部尚书,portrait_wengxianxiang.png
wengzhengchun,翁正春,,,礼部尚书,portrait_wengzhengchun.png
wenhuang,温璜,,,知府,portrait_wenhuang.png
wentiren,温体仁,,长卿,内阁首辅,portrait_wentiren.png
wenyuan,闻渊,,静中,闻太师,portrait_wenyuan.png
wenzhengming,文徵明,,徵仲,书画家,portrait_wenzhengming.png
wenzhenmeng,文震孟,,文启，或作文起,礼部左侍郎兼东阁大学士,portrait_wenzhenmeng.png
wubaoxiu,吴宝秀,,,南康府知府,portrait_wubaoxiu.png
wubing,吴炳,,,福州府知府,portrait_wubing.png
wubozong,吴伯宗,,伯宗,武英殿大学士,portrait_wubozong.png
wuchen,吴沉,,浚仲,东阁大学士,portrait_wuchen.png
wucheng,吴成,,,辽东都指挥使,portrait_wucheng.png
wuchunfu,吴淳夫,,斯凝、复东,工部尚书,portrait_wuchunfu.png
wudake,吴达可,,,大学士,portrait_wudake.png
wudaonan,吴道南,,,扬州府推官,portrait_wudaonan.png
wudianbang,吴殿邦,,彤贶、尔达,尚宝卿,portrait_wudianbang.png
wudui,吴兑,,,巡抚,portrait_wudui.png
wuerxun,吴尔埙,,,崇祯末科进士,portrait_wuerxun.png
wufu,吴复,,,安陆侯,portrait_wufu.png
wuganlai,吴甘来,,,户科都给事中,portrait_wuganlai.png
wuguifang,吴桂芳,,子实,工部尚书兼右副都御史,portrait_wuguifang.png
wuguolun,吴国伦,,明卿,邵武知府,portrait_wuguolun.png
wuhong,伍洪,,,上元知县,portrait_wuhong.png
wuhongji,吴弘济,,,知县,portrait_wuhongji.png
wuji,伍骥,,,江西承宣布政使,portrait_wuji.png
wukai,巫凯,,,都督,portrait_wukai.png
wukuan,吴宽,,,太子太保谥文定吴公,portrait_wukuan.png
wuliang,吴良,,,江阴侯,portrait_wuliang.png
wuliang-2,吴亮,,,都督,portrait_wuliang_2.png
wulin,吴琳,,,兵部尚书,portrait_wulin.png
wulinzheng,吴麟征,,圣生、耒皇,太常少卿,portrait_wulinzheng.png
wulv,吴履,,,安化知县,portrait_wulv.png
wulvzhong,吴履中,,,署尚书,portrait_wulvzhong.png
wune,吴讷,,,江南巡抚,portrait_wune.png
wuning,吴宁,,,同进士,portrait_wuning.png
wuqu,武衢,,,河南杞县知县,portrait_wuqu.png
wusangui,吴三桂,,素存、长伯(又作长白，一字月先),明辽东总兵,portrait_wusangui.png
wushan,吴山,,,巡抚,portrait_wushan.png
wushen,吴甡,,,晋江及山东潍县知县,portrait_wushen.png
wushen-2,吾绅,,,浙江承宣布政使,portrait_wushen_2.png
wushilai,吴时来,,,都察院左都御史,portrait_wushilai.png
wushizhong,吴世忠,,,佥都御史,portrait_wushizhong.png
wuti,吴悌,,,监察御史,portrait_wuti.png
wutingju,吴廷举,,献臣,南京工部尚书,portrait_wutingju.png
wuweizhong,吴惟忠,,,浙江参将,portrait_wuweizhong.png
wuwending,伍文定,,,湖广承宣布政使,portrait_wuwending.png
wuwendu,吴文度,,,南京户部尚书,portrait_wuwendu.png
wuxianfei,吴贤妃,,,贤妃,portrait_wuxianfei.png
wuyan,吴俨,,,南京礼部尚书,portrait_wuyan.png
wuyiguan,吴一贯,,,江西按察使,portrait_wuyiguan.png
wuyingji,吴应箕,,,池州推官,portrait_wuyingji.png
wuyipeng,吴一鹏,,,礼部尚书,portrait_wuyipeng.png
wuyu,仵瑜,,,光禄寺少卿,portrait_wuyu.png
wuyubi,吴与弼,,,中国思想家,portrait_wuyubi.png
wuyue,吴岳,,,山东承宣布政使,portrait_wuyue.png
wuyun,伍云,,,卫指挥使,portrait_wuyun.png
wuyuncheng,吴允诚,,,恭顺伯,portrait_wuyuncheng.png
wuzhen,吴祯,,,靖海侯,portrait_wuzhen.png
wuzhenyu,吴贞毓,,,密使员外郎,portrait_wuzhenyu.png
wuzhiyu,吴执御,,,劾吏部尚书,portrait_wuzhiyu.png
wuzhong,吴中,,,工部尚书,portrait_wuzhong.png
wuzhongluan,吴钟峦,,峦稚，峻伯,礼部尚书兼右都御史,portrait_wuzhongluan.png
wuzhongxing,吴中行,,,隆庆间进士,portrait_wuzhongxing.png
xiajiayu,夏嘉遇,,,直隶保定府推官,portrait_xiajiayu.png
xialiangsheng,夏良胜,,,太常寺少卿,portrait_xialiangsheng.png
xiangzhong,项忠,,荩臣,兵部尚书,portrait_xiangzhong.png
xianninggongzhu,咸宁公主,,,咸宁公主,portrait_xianninggongzhu.png
xiaojingao,萧近高,,,乙未科进士,portrait_xiaojingao.png
xiaomingfeng,萧鸣凤,,,高密知县,portrait_xiaomingfeng.png
xiaomujitaihou,孝穆纪太后,,,皇妃,portrait_xiaomujitaihou.png
xiaoqi,萧岐,,,尚书,portrait_xiaoqi.png
xiaoqianyuan,萧乾元,,,萧乾元与十三道御史,portrait_xiaoqianyuan.png
xiaoruxun,萧如薰,,季馨,都督,portrait_xiaoruxun.png
xiaoshengshen,萧省身,,,江西承宣布政使,portrait_xiaoshengshen.png
xiaoshou,萧授,,安民,左都督,portrait_xiaoshou.png
xiaoyan,萧彦,,,浙江杭州府推官,portrait_xiaoyan.png
xiaoyongdao,萧用道,,,右长史,portrait_xiaoyongdao.png
xiashi,夏时,,,士,portrait_xiashi.png
xiashizheng,夏时正,,季爵、尚一,南京大理寺卿,portrait_xiashizheng.png
xiawanchun,夏完淳,,存古,中书舍人,portrait_xiawanchun.png
xiaxun,夏埙,,,巡抚,portrait_xiaxun.png
xiayan,夏言,,公谨,内阁首辅,portrait_xiayan.png
xiayin,夏寅,,,郎中,portrait_xiayin.png
xiayu,夏煜,,,中书省博士,portrait_xiayu.png
xiayuanji,夏原吉,,维喆,户部尚书,portrait_xiayuanji.png
xiayunyi,夏允彝,,彝仲,吏部考功司主事,portrait_xiayunyi.png
xiecheng,谢成,,,永平侯,portrait_xiecheng.png
xieduo,谢铎,,,文学家,portrait_xieduo.png
xiehui,谢徽,,,参与编修,portrait_xiehui.png
xiejie,谢杰,,,福建乡试第六十二名举人,portrait_xiejie.png
xieqian,谢迁,,于乔,内阁大学士,portrait_xieqian.png
xiesheng,谢升,,伊晋,御史,portrait_xiesheng.png
xieshiyuan,谢士元,,,建昌府知府,portrait_xieshiyuan.png
xieyingfang,谢应芳,,,常州府学教授,portrait_xieyingfang.png
xieyu,谢瑜,,,北御史,portrait_xieyu.png
xiezhen,谢榛,,茂秦,诗人,portrait_xiezhen.png
xingdong,邢侗,,,山西道监察御史,portrait_xingdong.png
xingguoxi,邢国玺,,,士,portrait_xingguoxi.png
xinghuan,邢寰,,,江西南昌府知府,portrait_xinghuan.png
xingrang,邢让,,,同进士,portrait_xingrang.png
xingxun,邢珣,,,员外郎,portrait_xingxun.png
xinzixiu,辛自修,,,协理佥都御史,portrait_xinzixiu.png
xiongding,熊鼎,,,德清县丞,portrait_xiongding.png
xionggai,熊概,,,河南乡试第六十三名举人,portrait_xionggai.png
xiongguo,熊过,,,文学家,portrait_xiongguo.png
xiongjia,熊浃,,悦之,吏部尚书,portrait_xiongjia.png
xiongkaiyuan,熊开元,,玄年,东阁大学士兼右副都御史,portrait_xiongkaiyuan.png
xiongmingyu,熊明遇,,良孺、子良,兵部尚书,portrait_xiongmingyu.png
xiongrulin,熊汝霖,,,兵部尚书,portrait_xiongrulin.png
xiongtingbi,熊廷弼,,飞白、非白,兵部尚书,portrait_xiongtingbi.png
xiongwencan,熊文灿,,太蒙,兵部尚书,portrait_xiongwencan.png
xiongxiu,熊绣,,汝明,南京右都御史,portrait_xiongxiu.png
xishangzhen,席上珍,,,户部主事,portrait_xishangzhen.png
xishu,席书,,文同,工部尚书,portrait_xishu.png
xuanni,轩輗,,惟行,刑部尚书,portrait_xuanni.png
xubiao,徐标,,,巡抚,portrait_xubiao.png
xubin,许彬,,,山东承宣布政使,portrait_xubin.png
xucongzhi,徐从治,,,浙江承宣布政使,portrait_xucongzhi.png
xudahua,徐大化,,文明,工部尚书,portrait_xudahua.png
xudaoxing,徐道兴,,,云南都司经历,portrait_xudaoxing.png
xudaxiang,徐大相,,,大相与尚书,portrait_xudaxiang.png
xudingguo,许定国,,肤公,总兵,portrait_xudingguo.png
xuefujiao,薛敷教,,,己丑进士,portrait_xuefujiao.png
xueguoguan,薛国观,,家相,内阁首辅,portrait_xueguoguan.png
xueguoyong,薛国用,,任卿,兵部右侍郎,portrait_xueguoyong.png
xuehui,薛蕙,,,刑部主事,portrait_xuehui.png
xuekan,薛侃,,,都御史,portrait_xuekan.png
xuelu,薛禄,,,鄞国公,portrait_xuelu.png
xuexian,薛显,,,行省右丞,portrait_xuexian.png
xuexiang,薛祥,,,工部尚书,portrait_xuexiang.png
xuexuan,薛瑄,,,礼部侍郎,portrait_xuexuan.png
xuezhen,薛贞,,德纯,巡抚,portrait_xuezhen.png
xuezongkai,薛宗铠,,,贵溪县知县,portrait_xuezongkai.png
xufan,徐蕃,,,南京礼科给事中,portrait_xufan.png
xufuyuan,许孚远,,,南京工部主事,portrait_xufuyuan.png
xufuzai,徐甫宰,,,浙江承宣布政使,portrait_xufuzai.png
xufuzuo,徐复祚,,,戏曲家,portrait_xufuzuo.png
xuguan,徐贯,,原一,工部尚书,portrait_xuguan.png
xuguangqi,徐光启,,子先,礼部尚书,portrait_xuguangqi.png
xugui,许贵,,,都督,portrait_xugui.png
xuhuanghou,徐皇后,,,皇后,portrait_xuhuanghou.png
xuhuizu,徐辉祖,,,魏国公,portrait_xuhuizu.png
xujie,徐阶,,子升,内阁首辅,portrait_xujie.png
xujiusi,徐九思,,,直隶句容县知县,portrait_xujiusi.png
xuke,徐恪,,,南京工部侍郎,portrait_xuke.png
xukui,许逵,,,山东乐陵县知县,portrait_xukui.png
xuli,徐理,,,武康伯,portrait_xuli.png
xulian,徐琏,,,陕西承宣布政使,portrait_xulian.png
xupu,徐溥,,,文渊阁大学士,portrait_xupu.png
xuqi-2,徐琦,,,南京兵部尚书,portrait_xuqi_2.png
xuqian,徐汧,,,戊辰科进士,portrait_xuqian.png
xuruke,徐如珂,,,一级徐公,portrait_xuruke.png
xushanshu,徐善述,,,桂阳州学正,portrait_xushanshu.png
xushen,徐申,,,蕲水知县,portrait_xushen.png
xushichun,徐世淳,,,建德教谕,portrait_xushichun.png
xushida,许仕达,,,监察御史,portrait_xushida.png
xushiqi,徐石麒,,宝摩,吏部尚书,portrait_xushiqi.png
xushirou,许士柔,,,同进士,portrait_xushirou.png
xusima,徐司马,,从政,都指挥使,portrait_xusima.png
xutianxi,许天锡,,,吏科给事中,portrait_xutianxi.png
xuwei,徐渭,,文长,文学家,portrait_xuwei.png
xuwen,徐问,,,巡抚,portrait_xuwen.png
xuwenhua,徐文华,,,大理寺少卿,portrait_xuwenhua.png
xuwenpu,徐文溥,,,都御史,portrait_xuwenpu.png
xuwenqi,许文岐,,,许文岐辅佐尚书,portrait_xuwenqi.png
xuxian,徐暹,,,尚书,portrait_xuxian.png
xuxianchun,许显纯,,,驸马,portrait_xuxianchun.png
xuxiang,徐祥,,,兴安伯,portrait_xuxiang.png
xuxiangqing,许相卿,,,浙江承宣布政使,portrait_xuxiangqing.png
xuxuemo,徐学谟,,叔明、子言,礼部尚书,portrait_xuxuemo.png
xuxueshi,徐学诗,,,士,portrait_xuxueshi.png
xuyikui,徐一夔,,,杭州府学教授,portrait_xuyikui.png
xuyingxu,徐膺绪,,,中军都督,portrait_xuyingxu.png
xuyouzhen,徐有贞,,,武功伯,portrait_xuyouzhen.png
xuyu,徐钰,,,湖广承宣布政使,portrait_xuyu.png
xuyuqing,许誉卿,,,浙江金华府推官,portrait_xuyuqing.png
xuzan,许赞,,廷美,吏部尚书,portrait_xuzan.png
xuzengshou,徐增寿,,,定国公,portrait_xuzengshou.png
xuzhaokui,徐兆魁,,策廷,巡抚,portrait_xuzhaokui.png
xuzheng,徐政,,,副千户,portrait_xuzheng.png
xuzhenming,徐贞明,,,兵部尚书,portrait_xuzhenming.png
xuzhenqing,徐祯卿,,,大理寺左寺副,portrait_xuzhenqing.png
xuzhonghang,徐中行,,,文学家,portrait_xuzhonghang.png
xuzongshi,徐宗实,,,苏州通判,portrait_xuzongshi.png
xuzunsheng,徐尊生,,,翰林应奉,portrait_xuzunsheng.png
yanben,严本,,,刑部主事,portrait_yanben.png
yanbowei,颜伯玮,,,沛县知县,portrait_yanbowei.png
yande,严德,,,天水郡公,portrait_yande.png
yanduo,晏铎,,,福建道监察御史,portrait_yanduo.png
yangdaobin,杨道宾,,,赠礼部尚书,portrait_yangdaobin.png
yangdi,杨砥,,,士,portrait_yangdi.png
yangding,杨鼎,,,辛丑科进士,portrait_yangding.png
yangdongming,杨东明,,,刑部侍郎,portrait_yangdongming.png
yanggao,杨镐,,京甫,辽东巡抚,portrait_yanggao.png
yangguozhu,杨国柱,,,宣府总兵,portrait_yangguozhu.png
yanghe,杨鹤,,,陕西总督,portrait_yanghe.png
yanghong,杨洪,,,昌平伯,portrait_yanghong.png
yanghuai,杨淮,,,尚书,portrait_yanghuai.png
yangji,杨基,,孟载,诗人,portrait_yangji.png
yangjing,杨靖,,,尚书,portrait_yangjing.png
yangjing-2,杨璟,,,璟营阳侯,portrait_yangjing_2.png
yangjingchen,杨景辰,,载甫,士,portrait_yangjingchen.png
yangjisheng,杨继盛,,,诸城县知县,portrait_yangjisheng.png
yangjue,杨爵,,,御史,portrait_yangjue.png
yanglian,杨廉,,方震,南京礼部尚书,portrait_yanglian.png
yanglian-2,杨涟,,,太子太保谥忠烈杨公,portrait_yanglian_2.png
yangmenggun,杨梦衮,,岱宗,一品夫人亡妻王,portrait_yangmenggun.png
yangming,杨名,,,四川承宣布政使,portrait_yangming.png
yangning,杨宁,,,江西巡抚,portrait_yangning.png
yangpu,杨溥,,弘济,内阁首辅,portrait_yangpu.png
yangrong,杨荣,,勉仁,少师,portrait_yangrong.png
yangrui,杨锐,,,刑部主事,portrait_yangrui.png
yangshan,杨善,,,兴济侯,portrait_yangshan.png
yangshen,杨慎,,用修,文学家,portrait_yangshen.png
yangshi,杨氏,,,杨贵妃,portrait_yangshi.png
yangshiqi,杨士奇,,,内阁首辅,portrait_yangshiqi.png
yangshiqiao,杨时乔,,宜迁,吏部左侍郎,portrait_yangshiqiao.png
yangshouchen,杨守陈,,,赠礼部尚书,portrait_yangshouchen.png
yangshouli,杨守礼,,,山西承宣布政使,portrait_yangshouli.png
yangshouqian,杨守谦,,,兵部左侍郎,portrait_yangshouqian.png
yangshousui,杨守随,,,江西道监察御史,portrait_yangshousui.png
yangsichang,杨嗣昌,,子微、文弱,礼部尚书兼东阁大学士,portrait_yangsichang.png
yangsiyi,杨思义,,,户部尚书,portrait_yangsiyi.png
yangsizhong,杨思忠,,,山西承宣布政使,portrait_yangsizhong.png
yangsong,杨松,,,山阳知县,portrait_yangsong.png
yangsuoxiu,杨所修,,修白,副都御史,portrait_yangsuoxiu.png
yangtianmin,杨天民,,,除朝城县知县,portrait_yangtianmin.png
yangtinghe,杨廷和,,介夫,内阁首辅,portrait_yangtinghe.png
yangtinglin,杨廷麟,,,编修,portrait_yangtinglin.png
yangwei,杨巍,,,巡抚,portrait_yangwei.png
yangweizhi,杨畏知,,,秦王,portrait_yangweizhi.png
yangwenjian,杨文荐,,,佥都御史,portrait_yangwenjian.png
yangwenyue,杨文岳,,斗望,士,portrait_yangwenyue.png
yangxian,杨宪,,希武,中书左丞,portrait_yangxian.png
yangxinmin,杨信民,,,工科给事中,portrait_yangxinmin.png
yangxuan,杨瑄,,,监察御史,portrait_yangxuan.png
yangxuan-2,杨选,,,总督,portrait_yangxuan_2.png
yangxuan-3,杨暄,,,的举人,portrait_yangxuan_3.png
yangxun,杨恂,,,户科都给事中,portrait_yangxun.png
yangxunji,杨循吉,,,礼部主事,portrait_yangxunji.png
yangyiqing,杨一清,,应宁,内阁首辅,portrait_yangyiqing.png
yangyunsheng,杨允绳,,,又劾罢兵部尚书,portrait_yangyunsheng.png
yangzan,杨瓒,,,赵城知县,portrait_yangzan.png
yangzhan,仰瞻,,,之后加大理寺少卿,portrait_yangzhan.png
yangzhaoji,杨肇基,,,左都督,portrait_yangzhaoji.png
yangzhu,杨翥,,,礼部尚书,portrait_yangzhu.png
yangzhuo,杨卓,,,广东行省员外郎,portrait_yangzhuo.png
yangzui,杨最,,,追赠右副都御史,portrait_yangzui.png
yanjing,颜鲸,,,浙江承宣布政使,portrait_yanjing.png
yanjizu,颜继祖,,,巡抚,portrait_yanjizu.png
yanmaoqing,鄢懋卿,,,刑部右侍郎,portrait_yanmaoqing.png
yanmingtai,阎鸣泰,,,兵部尚书,portrait_yanmingtai.png
yanne,严讷,,敏卿,少保,portrait_yanne.png
yanqing,严清,,,云南都指挥使,portrait_yanqing.png
yanqinggongzhu,延庆公主,,,延庆公主,portrait_yanqinggongzhu.png
yanriyu,颜日愉,,,南阳知县,portrait_yanriyu.png
yansheng,严升,,,副都御史,portrait_yansheng.png
yansong,严嵩,,惟中,内阁首辅,portrait_yansong.png
yanyinshao,颜胤绍,,,河间府知府,portrait_yanyinshao.png
yanyishou,颜颐寿,,,刑部尚书,portrait_yanyishou.png
yanzhenzhi,严震直,,震直,右都御史,portrait_yanzhenzhi.png
yaojiyan,姚继岩,,,工部主事,portrait_yaojiyan.png
yaokui,姚夔,,,吏部尚书,portrait_yaokui.png
yaomo,姚镆,,,浙江承宣布政使,portrait_yaomo.png
yaoshan,姚善,,,重庆知府,portrait_yaoshan.png
yaoximeng,姚希孟,,孟长,文学家,portrait_yaoximeng.png
yaoxueli,姚学礼,,,监察御史,portrait_yaoxueli.png
yeboju,叶伯巨,,居升,山西平遥儒学训导,portrait_yeboju.png
yechen,叶琛,,,南阳郡侯,portrait_yechen.png
yechunji,叶春及,,,户部郎中,portrait_yechunji.png
yedui,叶兑,,,布衣,portrait_yedui.png
yehong,叶洪,,,户科给事中,portrait_yehong.png
yehuizhong,叶惠仲,,,南昌府知府,portrait_yehuizhong.png
yejing,叶经,,,福州府推官,portrait_yejing.png
yemaocai,叶茂才,,,太仆寺少卿,portrait_yemaocai.png
yeqi,叶淇,,本清,户部尚书,portrait_yeqi.png
yeshen,叶绅,,,巡抚都御史,portrait_yeshen.png
yesheng2,叶盛,,与中,两广巡抚,portrait_yesheng2.png
yetingxiu,叶廷秀,,,兵部右侍郎,portrait_yetingxiu.png
yewang,叶旺,,,当初辽阳行省参政,portrait_yewang.png
yexi,叶锡,,,吴县知县,portrait_yexi.png
yexianggao,叶向高,,进卿,内阁首辅,portrait_yexianggao.png
yeyingcong,叶应骢,,,浙江承宣布政使,portrait_yeyingcong.png
yezhao,叶钊,,,江西承宣布政使,portrait_yezhao.png
yezhen,叶祯,,,庆远知县,portrait_yezhen.png
yibangcai,乙邦才,,,副总兵,portrait_yibangcai.png
yiminsheng,伊敏生,,,慈谿县知县,portrait_yiminsheng.png
yinchanglong,尹昌隆,,,监察御史,portrait_yinchanglong.png
yinfeng,尹凤,,,署都督,portrait_yinfeng.png
yingdian,应典,,,兵部主事,portrait_yingdian.png
yingliang,应良,,,浙江乡试第四名举人,portrait_yingliang.png
yinshen,尹伸,,,四川承宣布政使,portrait_yinshen.png
yinshidan,殷士儋,,正甫,内阁大学士,portrait_yinshidan.png
yinzhengmao,殷正茂,,养实,行人,portrait_yinzhengmao.png
yinzhi,尹直,,,兵部尚书,portrait_yinzhi.png
yiqian,弋谦,,,监察御史,portrait_yiqian.png
yishizhong,易时中,,,夏津知县,portrait_yishizhong.png
yixian,易先,,,谅山府知府,portrait_yixian.png
yixinggongzhu,宜兴公主,,,宜兴公主,portrait_yixinggongzhu.png
yiyingchang,易应昌,,,少卿,portrait_yiyingchang.png
yizhi,仪智,,,礼部尚书,portrait_yizhi.png
yongan,永安,,,永安千户,portrait_yongan.png
yongangongzhu,永安公主,,,永安公主,portrait_yongangongzhu.png
yongchungongzhu,永淳公主,,,永淳公主,portrait_yongchungongzhu.png
yongfugongzhu,永福公主,,,永福公主,portrait_yongfugongzhu.png
yongkanggongzhu,永康公主,,,永康公主,portrait_yongkanggongzhu.png
yongninggongzhu,永宁公主,,,永宁公主,portrait_yongninggongzhu.png
yongpinggongzhu,永平公主,,,永平公主,portrait_yongpinggongzhu.png
yongtai,雍泰,,,南京户部尚书,portrait_yongtai.png
youjixian,尤继先,,,总兵官,portrait_youjixian.png
youshiwei,尤世威,,,左都督,portrait_youshiwei.png
yuanbin,袁彬,,,隰川王,portrait_yuanbin.png
yuanchonghuan,袁崇焕,,元素,蓟辽督师,portrait_yuanchonghuan.png
yuanhongdao,袁宏道,,中郎,文学家,portrait_yuanhongdao.png
yuanhongyu,袁洪愈,,,尚书,portrait_yuanhongyu.png
yuanhuazhong,袁化中,,民谐,御史,portrait_yuanhuazhong.png
